"loadTime";"docTime";"fullyLoaded";"bytesOut";"bytesOutDoc";"bytesIn";"bytesInDoc";"requests";"requestsFull";"requestsDoc";"responses_200";"responses_404";"responses_other";"result";"testStartOffset";"cached";"optimization_checked";"main_frame";"loadEventStart";"loadEventEnd";"domContentLoadedEventStart";"domContentLoadedEventEnd";"URL";"connections";"final_base_page_request";"final_base_page_request_id";"final_url";"domInteractive";"firstPaint";"firstContentfulPaint";"firstMeaningfulPaint";"firstImagePaint";"renderBlockingCSS";"renderBlockingJS";"TTFB";"score_cache";"score_cdn";"score_gzip";"score_cookies";"score_keep-alive";"score_minify";"score_combine";"score_compress";"score_etags";"score_progressive_jpeg";"gzip_total";"gzip_savings";"minify_total";"minify_savings";"image_total";"image_savings";"base_page_cdn";"cpu.ParseHTML";"cpu.HTMLDocumentParser::FetchQueuedPreloads";"cpu.EventDispatch";"cpu.V8.GC_TIME_TO_SAFEPOINT";"cpu.CommitLoad";"cpu.ResourceFetcher::requestResource";"cpu.ParseAuthorStyleSheet";"cpu.UpdateLayoutTree";"cpu.Layout";"cpu.PrePaint";"cpu.Paint";"cpu.Layerize";"cpu.v8.compileModule";"cpu.v8.evaluateModule";"cpu.MarkDOMContent";"cpu.MarkLoad";"cpu.V8.GC_HEAP_EXTERNAL_PROLOGUE";"cpu.MinorGC";"cpu.V8.GC_HEAP_PROLOGUE";"cpu.V8.GC_SCAVENGER";"cpu.V8.GC_HEAP_PROLOGUE_SAFEPOINT";"cpu.V8.GC_SCAVENGER_SCAVENGE";"cpu.V8.GC_SCAVENGER_SCAVENGE_WEAK_GLOBAL_HANDLES_IDENTIFY";"cpu.V8.GC_SCAVENGER_SCAVENGE_ROOTS";"cpu.V8.GC_SCAVENGER_SCAVENGE_PARALLEL_PHASE";"cpu.Parallel scavenge started";"cpu.V8.GC_SCAVENGER_SCAVENGE_WEAK_GLOBAL_HANDLES_PROCESS";"cpu.V8.GC_SCAVENGER_SCAVENGE_FINALIZE";"cpu.V8.GC_SCAVENGER_SCAVENGE_UPDATE_REFS";"cpu.V8.GC_SCAVENGER_FREE_REMEMBERED_SET";"cpu.V8.GC_SCAVENGER_SWEEP_ARRAY_BUFFERS";"cpu.V8.GC_MINOR_MS_FINISH_SWEEP_ARRAY_BUFFERS";"cpu.V8.GC_HEAP_EPILOGUE_SAFEPOINT";"cpu.V8.GC_HEAP_EPILOGUE_REDUCE_NEW_SPACE";"cpu.V8.GC_HEAP_EPILOGUE";"cpu.V8.GC_HEAP_EXTERNAL_EPILOGUE";"cpu.FunctionCall";"cpu.V8.GC_SCAVENGER_COMPLETE_SWEEP_ARRAY_BUFFERS";"cpu.V8.GC_SCAVENGER_SCAVENGE_PARALLEL";"cpu.ResourceChangePriority";"cpu.XHRReadyStateChange";"cpu.largestContentfulPaint::Candidate";"cpu.HitTest";"cpu.XHRLoad";"cpu.Idle";"tester";"start_epoch";"osVersion";"os_version";"osPlatform";"date";"browserVersion";"browser_version";"fullyLoadedCPUms";"fullyLoadedCPUpct";"document_URL";"document_hostname";"document_origin";"domElements";"domComplete";"PerformancePaintTiming.first-paint";"PerformancePaintTiming.first-contentful-paint";"base_page_ip_ptr";"base_page_cname";"base_page_dns_server";"browser_name";"eventName";"test_run_time_ms";"testUrl";"Colordepth";"Dpi";"Images";"Resolution";"generated-content-percent";"generated-content-size";"meta-viewport";"rendered-html";"lastVisualChange";"render";"visualComplete85";"visualComplete90";"visualComplete95";"visualComplete99";"visualComplete";"SpeedIndex";"LargestContentfulPaintType";"LargestContentfulPaintNodeType";"LargestContentfulPaintImageURL";"chromeUserTiming.navigationStart";"chromeUserTiming.redirectStart";"chromeUserTiming.domLoading";"chromeUserTiming.responseEnd";"chromeUserTiming.domInteractive";"chromeUserTiming.domContentLoadedEventStart";"chromeUserTiming.domContentLoadedEventEnd";"chromeUserTiming.domComplete";"chromeUserTiming.redirectEnd";"chromeUserTiming.fetchStart";"chromeUserTiming.unloadEventStart";"chromeUserTiming.unloadEventEnd";"chromeUserTiming.markAsMainFrame";"chromeUserTiming.commitNavigationEnd";"chromeUserTiming.loadEventStart";"chromeUserTiming.loadEventEnd";"chromeUserTiming.firstPaint";"chromeUserTiming.firstContentfulPaint";"chromeUserTiming.firstMeaningfulPaintCandidate";"chromeUserTiming.firstMeaningfulPaint";"chromeUserTiming.firstImagePaint";"chromeUserTiming.LayoutShift";"chromeUserTiming.LargestTextPaint";"chromeUserTiming.LargestContentfulPaint";"chromeUserTiming.LargestImagePaint";"chromeUserTiming.TotalLayoutShift";"chromeUserTiming.CumulativeLayoutShift";"FirstInteractive";"TTIMeasurementEnd";"LastInteractive";"FirstCPUIdle";"testID";"run";"step";"effectiveBps";"domTime";"aft";"titleTime";"domLoading";"server_rtt";"edge-processed";"maxFID";"TotalBlockingTime";"effectiveBpsDoc";"bytes.html";"requests.html";"bytesUncompressed.html";"bytes.js";"requests.js";"bytesUncompressed.js";"bytes.css";"requests.css";"bytesUncompressed.css";"bytes.image";"requests.image";"bytesUncompressed.image";"bytes.flash";"requests.flash";"bytesUncompressed.flash";"bytes.font";"requests.font";"bytesUncompressed.font";"bytes.video";"requests.video";"bytesUncompressed.video";"bytes.other";"requests.other";"bytesUncompressed.other";"id";"TimeToInteractive";
